排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
0.4,25.0,170.0,0.9085,10.1
0.4,25.0,190.0,0.908657,10.2
0.4,25.0,210.0,0.908787,10.5
0.4,25.0,230.0,0.908897,10.0
0.4,25.0,250.0,0.90899,10.0
0.4,25.0,270.0,0.90907,10.0
0.4,25.0,290.0,0.909141,10.0
0.4,25.0,310.0,0.909204,10.2
0.4,25.0,330.0,0.909258,10.2
0.4,25.0,350.0,0.909308,10.3
0.5,5.0,50.0,0.657268,9.6
0.5,5.0,70.0,0.732558,9.6
0.5,5.0,90.0,0.79913,9.6
0.5,5.0,110.0,0.840868,9.6
0.5,5.0,130.0,0.866896,9.6
0.5,5.0,150.0,0.883632,9.5
0.5,5.0,170.0,0.892937,9.5
0.5,5.0,190.0,0.897946,9.5
0.5,5.0,210.0,0.900853,9.4
0.5,5.0,230.0,0.9027,9.4
0.5,5.0,250.0,0.903966,9.2
0.5,5.0,270.0,0.904883,9.5
0.5,5.0,290.0,0.905576,9.5
0.5,5.0,310.0,0.906117,9.4
0.5,5.0,330.0,0.90655,9.6
0.5,5.0,350.0,0.906904,9.5
0.5,6.0,50.0,0.685075,9.6
0.5,6.0,70.0,0.762323,9.6
0.5,6.0,90.0,0.82083,9.4
0.5,6.0,110.0,0.854894,9.5
0.5,6.0,130.0,0.876918,9.7
0.5,6.0,150.0,0.88953,9.8
0.5,6.0,170.0,0.896175,9.5
0.5,6.0,190.0,0.899842,9.6
0.5,6.0,210.0,0.90207,9.5
0.5,6.0,230.0,0.903546,9.5
0.5,6.0,250.0,0.904588,9.7
0.5,6.0,270.0,0.905362,9.6
0.5,6.0,290.0,0.905957,9.6
0.5,6.0,310.0,0.906429,9.6
0.5,6.0,330.0,0.906811,9.8
0.5,6.0,350.0,0.907126,9.5
0.5,7.0,50.0,0.715136,9.6
0.5,7.0,70.0,0.792178,9.9
0.5,7.0,90.0,0.838483,9.6
0.5,7.0,110.0,0.867577,9.9
0.5,7.0,130.0,0.884744,9.5
0.5,7.0,150.0,0.89379,9.6
0.5,7.0,170.0,0.898553,9.5
0.5,7.0,190.0,0.901301,9.6
0.5,7.0,210.0,0.903049,9.7
0.5,7.0,230.0,0.904248,10.0
0.5,7.0,250.0,0.905119,9.7
0.5,7.0,270.0,0.905779,9.6
0.5,7.0,290.0,0.906295,9.7
0.5,7.0,310.0,0.906709,9.5
0.5,7.0,330.0,0.907048,9.8
0.5,7.0,350.0,0.907329,9.7
0.5,8.0,50.0,0.749606,9.9
0.5,8.0,70.0,0.815179,9.6
0.5,8.0,90.0,0.854497,9.6
0.5,8.0,110.0,0.877913,9.6
0.5,8.0,130.0,0.890469,9.5
0.5,8.0,150.0,0.896859,9.5
0.5,8.0,170.0,0.900341,9.3
0.5,8.0,190.0,0.902452,9.6
0.5,8.0,210.0,0.903851,9.6
0.5,8.0,230.0,0.904842,9.6
0.5,8.0,250.0,0.905578,9.6
0.5,8.0,270.0,0.906146,9.7
0.5,8.0,290.0,0.906597,9.8
0.5,8.0,310.0,0.906962,9.6
0.5,8.0,330.0,0.907263,9.8
0.5,8.0,350.0,0.907516,9.6
0.5,9.0,50.0,0.780525,9.6
0.5,9.0,70.0,0.835738,9.5
0.5,9.0,90.0,0.86807,9.8
0.5,9.0,110.0,0.885709,9.8
0.5,9.0,130.0,0.894554,9.7
0.5,9.0,150.0,0.899112,9.8
0.5,9.0,170.0,0.901721,9.6
0.5,9.0,190.0,0.903379,9.7
0.5,9.0,210.0,0.90452,9.6
0.5,9.0,230.0,0.90535,9.6
0.5,9.0,250.0,0.905979,9.7
0.5,9.0,270.0,0.906472,9.7
0.5,9.0,290.0,0.906867,9.7
0.5,9.0,310.0,0.907191,9.6
0.5,9.0,330.0,0.90746,10.0
0.5,9.0,350.0,0.907688,9.8
0.5,10.0,50.0,0.807471,9.6
0.5,10.0,70.0,0.85365,9.9
0.5,10.0,90.0,0.878725,9.7
0.5,10.0,110.0,0.891295,9.3
0.5,10.0,130.0,0.897481,8.8
0.5,10.0,150.0,0.900805,8.7
0.5,10.0,170.0,0.902813,8.6
0.5,10.0,190.0,0.904144,9.6
0.5,10.0,210.0,0.905088,9.7
0.5,10.0,230.0,0.905791,9.2
0.5,10.0,250.0,0.906332,9.4
0.5,10.0,270.0,0.906762,9.0
0.5,10.0,290.0,0.907111,9.2
0.5,10.0,310.0,0.9074,9.1
0.5,10.0,330.0,0.907642,9.1
0.5,10.0,350.0,0.907847,9.2
0.5,11.0,50.0,0.83159,9.6
0.5,11.0,70.0,0.868256,9.5
0.5,11.0,90.0,0.886515,10.0
0.5,11.0,110.0,0.895234,7.9
0.5,11.0,130.0,0.899623,7.8
0.5,11.0,150.0,0.902115,7.8
0.5,11.0,170.0,0.903696,7.8
0.5,11.0,190.0,0.904784,8.1
0.5,11.0,210.0,0.905576,8.7
0.5,11.0,230.0,0.906177,8.3
0.5,11.0,250.0,0.906647,8.4
0.5,11.0,270.0,0.907025,9.2
0.5,11.0,290.0,0.907334,9.1
0.5,11.0,310.0,0.907591,9.1
0.5,11.0,330.0,0.907808,9.3
0.5,11.0,350.0,0.907994,9.2
0.5,12.0,50.0,0.851968,9.2
0.5,12.0,70.0,0.879257,8.8
0.5,12.0,90.0,0.891991,8.9
0.5,12.0,110.0,0.898037,8.8
0.5,12.0,130.0,0.901234,9.0
0.5,12.0,150.0,0.903154,9.1
0.5,12.0,170.0,0.904426,9.2
0.5,12.0,190.0,0.905328,9.8
0.5,12.0,210.0,0.906,9.7
0.5,12.0,230.0,0.906519,9.9
0.5,12.0,250.0,0.906929,9.8
0.5,12.0,270.0,0.907262,9.6
0.5,12.0,290.0,0.907537,9.0
0.5,12.0,310.0,0.907767,8.6
0.5,12.0,330.0,0.907963,8.2
0.5,12.0,350.0,0.908131,9.6
0.5,13.0,50.0,0.867812,9.6
0.5,13.0,70.0,0.887079,9.7
0.5,13.0,90.0,0.895806,9.7
0.5,13.0,110.0,0.900081,9.5
0.5,13.0,130.0,0.902481,9.5
0.5,13.0,150.0,0.903998,9.7
0.5,13.0,170.0,0.90504,9.6
0.5,13.0,190.0,0.905798,9.4
0.5,13.0,210.0,0.906373,9.5
0.5,13.0,230.0,0.906822,9.5
0.5,13.0,250.0,0.907183,9.9
0.5,13.0,270.0,0.907478,9.5
0.5,13.0,290.0,0.907723,9.0
0.5,13.0,310.0,0.90793,9.1
0.5,13.0,330.0,0.908107,9.7
0.5,13.0,350.0,0.90826,9.9
0.5,14.0,50.0,0.879284,9.7
0.5,14.0,70.0,0.892486,9.4
0.5,14.0,90.0,0.898504,10.0
0.5,14.0,110.0,0.901619,10.0
0.5,14.0,130.0,0.903474,9.7
0.5,14.0,150.0,0.904698,10.9
0.5,14.0,170.0,0.905564,10.6
0.5,14.0,190.0,0.906207,9.8
0.5,14.0,210.0,0.906703,9.7
0.5,14.0,230.0,0.907095,9.5
0.5,14.0,250.0,0.907413,9.8
0.5,14.0,270.0,0.907675,8.9
0.5,14.0,290.0,0.907894,9.2
0.5,14.0,310.0,0.908081,9.6
0.5,14.0,330.0,0.908241,9.4
0.5,14.0,350.0,0.90838,9.9
0.5,15.0,50.0,0.887257,9.9
0.5,15.0,70.0,0.896209,10.1
0.5,15.0,90.0,0.900462,10.0
0.5,15.0,110.0,0.902811,10.2
0.5,15.0,130.0,0.904283,9.9
0.5,15.0,150.0,0.905288,10.2
0.5,15.0,170.0,0.906016,9.3
0.5,15.0,190.0,0.906567,9.7
0.5,15.0,210.0,0.906997,10.0
0.5,15.0,230.0,0.907341,10.2
0.5,15.0,250.0,0.907622,10.5
0.5,15.0,270.0,0.907856,11.0
0.5,15.0,290.0,0.908052,10.7
0.5,15.0,310.0,0.90822,10.6
0.5,15.0,330.0,0.908365,9.9
0.5,15.0,350.0,0.908492,9.1
0.5,16.0,50.0,0.892681,9.8
0.5,16.0,70.0,0.898821,9.3
0.5,16.0,90.0,0.901932,9.1
0.5,16.0,110.0,0.903759,9.1
0.5,16.0,130.0,0.904953,8.4
0.5,16.0,150.0,0.905791,8.8
0.5,16.0,170.0,0.906411,8.4
0.5,16.0,190.0,0.906886,9.6
0.5,16.0,210.0,0.907261,9.8
0.5,16.0,230.0,0.907564,9.9
0.5,16.0,250.0,0.907813,10.0
0.5,16.0,270.0,0.908022,10.4
0.5,16.0,290.0,0.908199,9.9
0.5,16.0,310.0,0.908351,9.5
0.5,16.0,330.0,0.908482,9.3
0.5,16.0,350.0,0.908597,9.4
0.5,17.0,50.0,0.896374,9.4
0.5,17.0,70.0,0.900716,9.4
0.5,17.0,90.0,0.903072,9.8
0.5,17.0,110.0,0.904531,9.9
0.5,17.0,130.0,0.905517,9.8
0.5,17.0,150.0,0.906225,9.4
0.5,17.0,170.0,0.906757,10.9
0.5,17.0,190.0,0.907169,9.9
0.5,17.0,210.0,0.907498,9.1
0.5,17.0,230.0,0.907767,8.9
0.5,17.0,250.0,0.907989,8.5
0.5,17.0,270.0,0.908176,8.3
0.5,17.0,290.0,0.908336,8.7
0.5,17.0,310.0,0.908473,9.0
0.5,17.0,330.0,0.908592,8.6
0.5,17.0,350.0,0.908696,10.1
0.5,18.0,50.0,0.898947,10.2
0.5,18.0,70.0,0.902139,10.2
0.5,18.0,90.0,0.903982,10.2
0.5,18.0,110.0,0.905172,9.9
0.5,18.0,130.0,0.905998,10.3
0.5,18.0,150.0,0.906603,9.5
0.5,18.0,170.0,0.907063,9.1
0.5,18.0,190.0,0.907423,8.8
0.5,18.0,210.0,0.907713,10.2
0.5,18.0,230.0,0.907951,10.3
0.5,18.0,250.0,0.90815,10.4
0.5,18.0,270.0,0.908318,9.9
0.5,18.0,290.0,0.908461,10.0
0.5,18.0,310.0,0.908586,9.4
0.5,18.0,330.0,0.908695,9.8
0.5,18.0,350.0,0.90879,9.9
0.5,19.0,50.0,0.90081,10.0
0.5,19.0,70.0,0.903243,10.0
0.5,19.0,90.0,0.904724,9.3
0.5,19.0,110.0,0.905712,9.6
0.5,19.0,130.0,0.906413,9.8
0.5,19.0,150.0,0.906934,10.2
0.5,19.0,170.0,0.907335,9.9
0.5,19.0,190.0,0.907652,9.9
0.5,19.0,210.0,0.907909,8.9
0.5,19.0,230.0,0.90812,9.8
0.5,19.0,250.0,0.908298,9.5
0.5,19.0,270.0,0.908449,9.1
0.5,19.0,290.0,0.908579,9.1
0.5,19.0,310.0,0.908691,9.7
0.5,19.0,330.0,0.90879,9.5
0.5,19.0,350.0,0.908878,9.8
0.5,20.0,50.0,0.902214,9.9
0.5,20.0,70.0,0.904123,9.9
0.5,20.0,90.0,0.905341,9.9
0.5,20.0,110.0,0.906173,8.9
0.5,20.0,130.0,0.906774,8.8
0.5,20.0,150.0,0.907227,8.7
0.5,20.0,170.0,0.907578,8.9
0.5,20.0,190.0,0.907858,10.0
0.5,20.0,210.0,0.908086,9.9
0.5,20.0,230.0,0.908276,10.0
0.5,20.0,250.0,0.908435,10.0
0.5,20.0,270.0,0.908571,9.8
0.5,20.0,290.0,0.908689,9.4
0.5,20.0,310.0,0.908791,8.5
0.5,20.0,330.0,0.908881,8.7
0.5,20.0,350.0,0.90896,9.7
0.5,21.0,50.0,0.903306,10.6
0.5,21.0,70.0,0.90484,10.6
0.5,21.0,90.0,0.905861,10.5
0.5,21.0,110.0,0.90657,10.4
0.5,21.0,130.0,0.907091,10.8
0.5,21.0,150.0,0.907487,10.6
0.5,21.0,170.0,0.907796,10.5
0.5,21.0,190.0,0.908045,9.6
0.5,21.0,210.0,0.908249,9.7
0.5,21.0,230.0,0.908418,9.9
0.5,21.0,250.0,0.908562,9.7
0.5,21.0,270.0,0.908684,10.0
0.5,21.0,290.0,0.908791,10.0
0.5,21.0,310.0,0.908885,10.0
0.5,21.0,330.0,0.908966,9.8
0.5,21.0,350.0,0.909039,9.9
0.5,22.0,50.0,0.904177,10.1
0.5,22.0,70.0,0.905434,9.9
0.5,22.0,90.0,0.906304,10.6
0.5,22.0,110.0,0.906916,10.1
0.5,22.0,130.0,0.90737,10.0
0.5,22.0,150.0,0.907719,9.3
0.5,22.0,170.0,0.907993,8.7
0.5,22.0,190.0,0.908215,8.4
0.5,22.0,210.0,0.908397,8.7
0.5,22.0,230.0,0.90855,8.6
0.5,22.0,250.0,0.908679,8.7
0.5,22.0,270.0,0.908791,8.7
0.5,22.0,290.0,0.908887,8.5
0.5,22.0,310.0,0.908972,10.0
0.5,22.0,330.0,0.909047,10.4
0.5,22.0,350.0,0.909113,10.3
0.5,23.0,50.0,0.904881,10.3
0.5,23.0,70.0,0.905936,9.8
0.5,23.0,90.0,0.906685,9.9
0.5,23.0,110.0,0.90722,9.2
0.5,23.0,130.0,0.907618,9.6
0.5,23.0,150.0,0.907927,9.1
0.5,23.0,170.0,0.908171,9.0
0.5,23.0,190.0,0.90837,9.2
0.5,23.0,210.0,0.908534,8.4
0.5,23.0,230.0,0.908671,14.6
0.5,23.0,250.0,0.908788,11.0
0.5,23.0,270.0,0.908889,9.3
0.5,23.0,290.0,0.908977,9.1
0.5,23.0,310.0,0.909054,9.2
0.5,23.0,330.0,0.909122,9.9
0.5,23.0,350.0,0.909184,9.8
0.5,24.0,50.0,0.905463,9.5
0.5,24.0,70.0,0.906364,9.2
0.5,24.0,90.0,0.907015,9.2
0.5,24.0,110.0,0.907487,10.1
0.5,24.0,130.0,0.90784,10.4
0.5,24.0,150.0,0.908114,10.3
0.5,24.0,170.0,0.908334,10.2
0.5,24.0,190.0,0.908512,10.5
0.5,24.0,210.0,0.908659,10.7
0.5,24.0,230.0,0.908784,10.5
0.5,24.0,250.0,0.90889,10.8
0.5,24.0,270.0,0.908981,10.7
0.5,24.0,290.0,0.909061,10.6
0.5,24.0,310.0,0.909132,11.1
0.5,24.0,330.0,0.909194,10.6
0.5,24.0,350.0,0.90925,9.2
0.5,25.0,50.0,0.905959,9.4
0.5,25.0,70.0,0.906735,9.9
0.5,25.0,90.0,0.907304,9.6
0.5,25.0,110.0,0.907724,10.0
0.5,25.0,130.0,0.908038,9.2
0.5,25.0,150.0,0.908284,8.8
0.5,25.0,170.0,0.908481,9.4
0.5,25.0,190.0,0.908642,9.8
0.5,25.0,210.0,0.908776,9.6
0.5,25.0,230.0,0.908888,9.6
0.5,25.0,250.0,0.908985,9.7
0.5,25.0,270.0,0.909068,9.4
0.5,25.0,290.0,0.909141,9.4
0.5,25.0,310.0,0.909205,9.7
0.5,25.0,330.0,0.909263,9.9
0.5,25.0,350.0,0.909313,9.9
0.6,5.0,50.0,0.658198,9.1
0.6,5.0,70.0,0.735397,9.5
0.6,5.0,90.0,0.802267,9.0
0.6,5.0,110.0,0.842563,8.9
0.6,5.0,130.0,0.86811,8.8
0.6,5.0,150.0,0.884254,9.2
0.6,5.0,170.0,0.893214,9.4
0.6,5.0,190.0,0.89807,9.0
0.6,5.0,210.0,0.900904,9.0
0.6,5.0,230.0,0.902712,8.7
0.6,5.0,250.0,0.903952,8.6
0.6,5.0,270.0,0.904852,8.7
0.6,5.0,290.0,0.905533,9.0
0.6,5.0,310.0,0.906064,9.5
0.6,5.0,330.0,0.90649,9.1
0.6,5.0,350.0,0.906839,9.1
0.6,6.0,50.0,0.686058,9.0
0.6,6.0,70.0,0.765186,9.0
0.6,6.0,90.0,0.822685,8.9
0.6,6.0,110.0,0.856243,9.1
0.6,6.0,130.0,0.877687,9.2
0.6,6.0,150.0,0.889871,8.9
0.6,6.0,170.0,0.896321,9.0
0.6,6.0,190.0,0.899902,9.4
0.6,6.0,210.0,0.902085,8.9
0.6,6.0,230.0,0.903533,8.9
0.6,6.0,250.0,0.904558,9.1
0.6,6.0,270.0,0.905318,9.1
0.6,6.0,290.0,0.905904,9.1
0.6,6.0,310.0,0.906369,9.3
0.6,6.0,330.0,0.906745,9.7
0.6,6.0,350.0,0.907056,9.1
0.6,7.0,50.0,0.717123,9.2
0.6,7.0,70.0,0.794179,9.1
0.6,7.0,90.0,0.83988,8.8
0.6,7.0,110.0,0.868498,9.1
0.6,7.0,130.0,0.885166,8.9
0.6,7.0,150.0,0.893962,9.0
0.6,7.0,170.0,0.898621,8.9
0.6,7.0,190.0,0.901318,9.0
0.6,7.0,210.0,0.903036,8.7
0.6,7.0,230.0,0.904217,8.9
0.6,7.0,250.0,0.905074,8.9
0.6,7.0,270.0,0.905725,8.8
0.6,7.0,290.0,0.906233,8.7
0.6,7.0,310.0,0.906641,8.7
0.6,7.0,330.0,0.906975,9.3
0.6,7.0,350.0,0.907254,8.9
0.6,8.0,50.0,0.7513,8.6
0.6,8.0,70.0,0.816581,8.7
0.6,8.0,90.0,0.855537,8.8
0.6,8.0,110.0,0.878434,8.7
0.6,8.0,130.0,0.890675,8.9
0.6,8.0,150.0,0.896935,9.0
0.6,8.0,170.0,0.900359,9.0
0.6,8.0,190.0,0.902438,8.9
0.6,8.0,210.0,0.903817,8.8
0.6,8.0,230.0,0.904794,9.0
0.6,8.0,250.0,0.905521,9.0
0.6,8.0,270.0,0.906082,8.9
0.6,8.0,290.0,0.906527,9.0
0.6,8.0,310.0,0.906887,8.6
0.6,8.0,330.0,0.907185,8.5
0.6,8.0,350.0,0.907435,8.7
0.6,9.0,50.0,0.78178,8.9
0.6,9.0,70.0,0.836807,8.6
0.6,9.0,90.0,0.868693,8.8
0.6,9.0,110.0,0.885956,8.8
0.6,9.0,130.0,0.894637,8.9
0.6,9.0,150.0,0.899127,8.9
0.6,9.0,170.0,0.901703,8.9
0.6,9.0,190.0,0.903342,8.9
0.6,9.0,210.0,0.904469,9.3
0.6,9.0,230.0,0.905289,9.1
0.6,9.0,250.0,0.905912,9.1
0.6,9.0,270.0,0.906399,8.8
0.6,9.0,290.0,0.90679,8.9
0.6,9.0,310.0,0.90711,9.1
0.6,9.0,330.0,0.907377,9.0
0.6,9.0,350.0,0.907602,9.3
0.6,10.0,50.0,0.808412,9.1
0.6,10.0,70.0,0.85434,9.3
0.6,10.0,90.0,0.879017,9.3
0.6,10.0,110.0,0.891383,9.2
0.6,10.0,130.0,0.897492,9.2
0.6,10.0,150.0,0.90078,9.3
0.6,10.0,170.0,0.902768,9.8
0.6,10.0,190.0,0.904087,9.2
0.6,10.0,210.0,0.905022,9.4
0.6,10.0,230.0,0.905718,8.8
0.6,10.0,250.0,0.906256,8.9
0.6,10.0,270.0,0.906682,8.5
0.6,10.0,290.0,0.907027,8.5
0.6,10.0,310.0,0.907313,8.7
0.6,10.0,330.0,0.907553,9.1
0.6,10.0,350.0,0.907756,8.8
0.6,11.0,50.0,0.832263,9.2
0.6,11.0,70.0,0.868583,9.0
0.6,11.0,90.0,0.886603,9.0
0.6,11.0,110.0,0.895232,9.1
0.6,11.0,130.0,0.899586,9.0
0.6,11.0,150.0,0.90206,9.2
0.6,11.0,170.0,0.90363,9.1
0.6,11.0,190.0,0.904711,9.0
0.6,11.0,210.0,0.905497,9.1
0.6,11.0,230.0,0.906094,9.0
0.6,11.0,250.0,0.906561,9.0
0.6,11.0,270.0,0.906936,9.1
0.6,11.0,290.0,0.907243,9.1
0.6,11.0,310.0,0.907499,9.0
0.6,11.0,330.0,0.907715,9.1
0.6,11.0,350.0,0.907899,9.2
0.6,12.0,50.0,0.852316,9.1
0.6,12.0,70.0,0.879338,9.1
0.6,12.0,90.0,0.891969,8.9
0.6,12.0,110.0,0.897981,8.9
0.6,12.0,130.0,0.901164,9.1
0.6,12.0,150.0,0.903076,9.0
0.6,12.0,170.0,0.904342,9.2
0.6,12.0,190.0,0.905241,8.9
0.6,12.0,210.0,0.90591,8.8
0.6,12.0,230.0,0.906425,8.9
0.6,12.0,250.0,0.906835,8.7
0.6,12.0,270.0,0.907166,8.4
0.6,12.0,290.0,0.90744,8.9
0.6,12.0,310.0,0.90767,8.7
0.6,12.0,330.0,0.907865,9.0
0.6,12.0,350.0,0.908032,8.3
0.6,13.0,50.0,0.867892,8.5
0.6,13.0,70.0,0.887028,8.2
0.6,13.0,90.0,0.895722,8.9
0.6,13.0,110.0,0.899989,8.9
0.6,13.0,130.0,0.902385,8.8
0.6,13.0,150.0,0.9039,8.9
0.6,13.0,170.0,0.904941,8.8
0.6,13.0,190.0,0.905698,8.5
0.6,13.0,210.0,0.906272,8.6
0.6,13.0,230.0,0.906721,8.6
0.6,13.0,250.0,0.907081,9.0
0.6,13.0,270.0,0.907375,9.0
0.6,13.0,290.0,0.90762,8.5
0.6,13.0,310.0,0.907827,8.2
0.6,13.0,330.0,0.908004,8.0
0.6,13.0,350.0,0.908156,7.9
0.6,14.0,50.0,0.879217,8.0
0.6,14.0,70.0,0.89237,8.0
0.6,14.0,90.0,0.898383,8.1
0.6,14.0,110.0,0.9015,8.0
0.6,14.0,130.0,0.903357,7.9
0.6,14.0,150.0,0.904583,8.2
0.6,14.0,170.0,0.905451,8.0
0.6,14.0,190.0,0.906095,8.0
0.6,14.0,210.0,0.906592,7.9
0.6,14.0,230.0,0.906985,7.9
0.6,14.0,250.0,0.907303,8.0
0.6,14.0,270.0,0.907566,8.3
0.6,14.0,290.0,0.907786,8.0
0.6,14.0,310.0,0.907973,8.0
0.6,14.0,330.0,0.908133,7.9
0.6,14.0,350.0,0.908272,8.1
0.6,15.0,50.0,0.887123,8.0
0.6,15.0,70.0,0.896058,7.9
0.6,15.0,90.0,0.900316,9.2
0.6,15.0,110.0,0.902671,9.3
0.6,15.0,130.0,0.904149,9.2
0.6,15.0,150.0,0.905159,9.3
0.6,15.0,170.0,0.905891,9.1
0.6,15.0,190.0,0.906445,8.8
0.6,15.0,210.0,0.906877,8.7
0.6,15.0,230.0,0.907223,9.0
0.6,15.0,250.0,0.907506,8.7
0.6,15.0,270.0,0.907741,8.5
0.6,15.0,290.0,0.907939,8.6
0.6,15.0,310.0,0.908108,8.5
0.6,15.0,330.0,0.908253,8.8
0.6,15.0,350.0,0.90838,9.1
0.6,16.0,50.0,0.89252,8.7
0.6,16.0,70.0,0.898651,8.9
0.6,16.0,90.0,0.901768,9.2
0.6,16.0,110.0,0.903604,9.3
0.6,16.0,130.0,0.904805,9.3
0.6,16.0,150.0,0.90565,9.3
0.6,16.0,170.0,0.906275,9.7
0.6,16.0,190.0,0.906754,9.3
0.6,16.0,210.0,0.907133,9.5
0.6,16.0,230.0,0.907439,9.2
0.6,16.0,250.0,0.90769,8.2
0.6,16.0,270.0,0.907901,8.6
0.6,16.0,290.0,0.90808,9.2
0.6,16.0,310.0,0.908233,9.7
0.6,16.0,330.0,0.908366,9.4
0.6,16.0,350.0,0.908482,9.2
0.6,17.0,50.0,0.8962,9.2
0.6,17.0,70.0,0.900533,8.9
0.6,17.0,90.0,0.902895,9.0
0.6,17.0,110.0,0.904364,9.4
0.6,17.0,130.0,0.905358,9.4
0.6,17.0,150.0,0.906073,9.6
0.6,17.0,170.0,0.906611,10.0
0.6,17.0,190.0,0.907029,9.3
0.6,17.0,210.0,0.907363,9.3
0.6,17.0,230.0,0.907634,9.3
0.6,17.0,250.0,0.90786,9.3
0.6,17.0,270.0,0.908049,9.3
0.6,17.0,290.0,0.908211,9.5
0.6,17.0,310.0,0.90835,9.3
0.6,17.0,330.0,0.908471,9.2
0.6,17.0,350.0,0.908577,8.9
0.6,18.0,50.0,0.898767,9.5
0.6,18.0,70.0,0.901948,9.2
0.6,18.0,90.0,0.903796,9.1
0.6,18.0,110.0,0.904995,9.0
0.6,18.0,130.0,0.90583,9.0
0.6,18.0,150.0,0.906442,9.2
0.6,18.0,170.0,0.906909,8.7
0.6,18.0,190.0,0.907276,9.5
0.6,18.0,210.0,0.907571,9.1
0.6,18.0,230.0,0.907813,9.2
0.6,18.0,250.0,0.908015,9.2
0.6,18.0,270.0,0.908186,8.8
0.6,18.0,290.0,0.908332,9.4
0.6,18.0,310.0,0.908459,9.3
0.6,18.0,330.0,0.908569,9.5
0.6,18.0,350.0,0.908667,10.2
0.6,19.0,50.0,0.900626,9.4
0.6,19.0,70.0,0.903047,9.5
0.6,19.0,90.0,0.904532,9.8
0.6,19.0,110.0,0.905527,9.5
0.6,19.0,130.0,0.906238,9.2
0.6,19.0,150.0,0.906766,8.5
0.6,19.0,170.0,0.907174,8.3
0.6,19.0,190.0,0.907497,9.8
0.6,19.0,210.0,0.90776,9.5
0.6,19.0,230.0,0.907976,9.4
0.6,19.0,250.0,0.908158,8.8
0.6,19.0,270.0,0.908312,8.6
0.6,19.0,290.0,0.908445,9.0
0.6,19.0,310.0,0.908561,9.2
0.6,19.0,330.0,0.908662,9.0
0.6,19.0,350.0,0.908751,9.2
0.6,20.0,50.0,0.902029,9.4
0.6,20.0,70.0,0.903925,10.2
0.6,20.0,90.0,0.905144,9.4
0.6,20.0,110.0,0.905983,9.3
0.6,20.0,130.0,0.906593,10.3
0.6,20.0,150.0,0.907053,9.7
0.6,20.0,170.0,0.907411,9.4
0.6,20.0,190.0,0.907698,9.3
0.6,20.0,210.0,0.907932,9.4
0.6,20.0,230.0,0.908126,9.0
0.6,20.0,250.0,0.90829,8.9
0.6,20.0,270.0,0.90843,9.0
0.6,20.0,290.0,0.908551,8.6
0.6,20.0,310.0,0.908656,9.4
0.6,20.0,330.0,0.908749,10.0
0.6,20.0,350.0,0.90883,10.0
0.6,21.0,50.0,0.90312,11.5
0.6,21.0,70.0,0.90464,10.4
0.6,21.0,90.0,0.905661,9.4
0.6,21.0,110.0,0.906376,8.0
0.6,21.0,130.0,0.906904,8.3
0.6,21.0,150.0,0.907308,8.2
0.6,21.0,170.0,0.907624,8.5
0.6,21.0,190.0,0.907879,8.2
0.6,21.0,210.0,0.908089,8.1
0.6,21.0,230.0,0.908264,8.3
0.6,21.0,250.0,0.908412,9.8
0.6,21.0,270.0,0.908539,8.7
0.6,21.0,290.0,0.908649,9.5
0.6,21.0,310.0,0.908745,9.1
0.6,21.0,330.0,0.90883,9.1
0.6,21.0,350.0,0.908906,8.6
0.6,22.0,50.0,0.903989,7.9
0.6,22.0,70.0,0.905234,7.7
0.6,22.0,90.0,0.906102,7.6
0.6,22.0,110.0,0.906719,7.6
0.6,22.0,130.0,0.90718,7.5
0.6,22.0,150.0,0.907536,7.6
0.6,22.0,170.0,0.907817,7.7
0.6,22.0,190.0,0.908045,7.7
0.6,22.0,210.0,0.908233,7.6
0.6,22.0,230.0,0.908391,7.7
0.6,22.0,250.0,0.908525,7.6
0.6,22.0,270.0,0.908641,7.6
0.6,22.0,290.0,0.908741,7.5
0.6,22.0,310.0,0.908829,7.6
0.6,22.0,330.0,0.908907,7.5
0.6,22.0,350.0,0.908977,7.8
0.6,23.0,50.0,0.904693,7.5
0.6,23.0,70.0,0.905735,7.6
0.6,23.0,90.0,0.906482,8.2
0.6,23.0,110.0,0.907021,8.5
0.6,23.0,130.0,0.907425,7.5
0.6,23.0,150.0,0.90774,9.0
0.6,23.0,170.0,0.907992,8.7
0.6,23.0,190.0,0.908196,7.7
0.6,23.0,210.0,0.908366,8.1
0.6,23.0,230.0,0.908509,7.8
0.6,23.0,250.0,0.908631,8.0
0.6,23.0,270.0,0.908736,7.6
0.6,23.0,290.0,0.908828,7.3
0.6,23.0,310.0,0.908909,7.3
0.6,23.0,330.0,0.90898,7.3
0.6,23.0,350.0,0.909044,7.6
0.6,24.0,50.0,0.905278,8.1
0.6,24.0,70.0,0.906165,8.3
0.6,24.0,90.0,0.906812,7.8
0.6,24.0,110.0,0.907286,7.7
0.6,24.0,130.0,0.907645,7.4
0.6,24.0,150.0,0.907925,7.6
0.6,24.0,170.0,0.908151,9.1
0.6,24.0,190.0,0.908335,9.1
0.6,24.0,210.0,0.908488,9.6
0.6,24.0,230.0,0.908618,9.4
0.6,24.0,250.0,0.908729,9.5
0.6,24.0,270.0,0.908825,9.4
0.6,24.0,290.0,0.908909,9.4
0.6,24.0,310.0,0.908983,9.4
