depth_md_m,cbl_amplitude_pct,quality_proxy,quality_proxy_pct,quality_grade_cn,segment_type_cn,segment_note_cn,simulated_effective_efficiency,simulated_minus_cbl_proxy
7540,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6408660582145057,-0.31513394178549425
7550,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6137074299557362,-0.3452925700442637
7560,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6639763491490416,-0.28002365085095837
7570,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6646728064731824,-0.27932719352681756
7580,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6880395246021547,-0.2599604753978453
7590,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6776609396526436,-0.2663390603473563
7600,8.1,0.919,91.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6572742306426207,-0.26172576935737935
7610,8.1,0.919,91.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5681924540502551,-0.35080754594974495
7620,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6085784393288041,-0.3354215606711959
7630,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.623137502812009,-0.317862497187991
7640,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6132836597936582,-0.3197163402063419
7650,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6342930859267081,-0.3137069140732919
7660,7.8,0.922,92.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6061175896660961,-0.31588241033390396
7670,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.625713882053916,-0.30728611794608407
7680,8.9,0.911,91.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5914780970602571,-0.3195219029397429
7690,8.5,0.915,91.5,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5860721034243663,-0.3289278965756337
7700,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5918782513582151,-0.3451217486417849
7710,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5474554496246375,-0.4005445503753624
7720,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5580258368202488,-0.3829741631797512
7730,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5067603812880241,-0.4522396187119758
7740,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5362751623719169,-0.4227248376280831
7750,5.6,0.944,94.4,胶结良好,其他测量段,测量井段内其他深度,0.44366777543853486,-0.5003322245614651
7760,5.2,0.948,94.8,胶结良好,其他测量段,测量井段内其他深度,0.4838661551217558,-0.46413384487824416
7770,3.7,0.963,96.3,胶结良好,其他测量段,测量井段内其他深度,0.46561783560673986,-0.4973821643932601
7780,4.1,0.959,95.9,胶结良好,其他测量段,测量井段内其他深度,0.41739116556404726,-0.5416088344359526
7790,5.2,0.948,94.8,胶结良好,其他测量段,测量井段内其他深度,0.45021137576988984,-0.4977886242301101
7800,4.4,0.956,95.6,胶结良好,其他测量段,测量井段内其他深度,0.442622997196316,-0.5133770028036839
7810,4.1,0.959,95.9,胶结良好,其他测量段,测量井段内其他深度,0.42402212465098027,-0.5349778753490197
